Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
UKR,2001-01-01,2001-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,11.380000,I
UKR,2002-01-01,2002-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,9.990000,I
UKR,2003-01-01,2003-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,16.780000,I
UKR,2004-01-01,2004-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,15.090000,I
UKR,2005-01-01,2005-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,12.920000,I
UKR,2006-01-01,2006-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,15.900000,I
UKR,2007-01-01,2007-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,26.250000,I
UKR,2008-01-01,2008-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,23.980000,I
UKR,2009-01-01,2009-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,20.600000,I
UKR,2010-01-01,2010-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,37.380000,I
UKR,2011-01-01,2011-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,46.410000,I
UKR,2012-01-01,2012-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,53.490000,I
UKR,2013-01-01,2013-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,40.640000,I
UKR,2014-01-01,2014-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,56.360000,I
UKR,2015-01-01,2015-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,93.040000,I
UKR,2016-01-01,2016-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,150.610000,I
UKR,2017-01-01,2017-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,126.340000,I
UKR,2018-01-01,2018-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,163.900000,I
UKR,2019-01-01,2019-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,140.000000,I
UKR,2020-01-01,2020-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,169.590000,I
UKR,2021-01-01,2021-12-31,230,'804,Ukraine,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,178.220000,I
UKR,1996-01-01,1996-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,337.000000,A
UKR,1997-01-01,1997-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,351.000000,A
UKR,1998-01-01,1998-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,402.000000,A
UKR,1999-01-01,1999-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,823.000000,A
UKR,2000-01-01,2000-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,681.000000,A
UKR,2001-01-01,2001-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,940.000000,A
UKR,2002-01-01,2002-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,1067.000000,A
UKR,2003-01-01,2003-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,983.000000,A
UKR,2004-01-01,2004-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,1524.000000,A
UKR,2005-01-01,2005-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,1535.000000,A
UKR,2006-01-01,2006-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,2707.000000,A
UKR,2007-01-01,2007-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,3029.000000,A
UKR,2008-01-01,2008-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,3790.000000,A
UKR,2009-01-01,2009-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,4564.000000,A
UKR,2010-01-01,2010-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,4207.000000,A
UKR,2011-01-01,2011-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,5590.000000,A
UKR,2012-01-01,2012-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,7185.000000,A
UKR,2013-01-01,2013-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,5932.000000,A
UKR,2014-01-01,2014-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,7232.000000,A
UKR,2015-01-01,2015-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,8445.000000,A
UKR,2016-01-01,2016-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,14699.000000,A
UKR,2017-01-01,2017-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,16763.000000,A
UKR,2018-01-01,2018-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,12497.000000,A
UKR,2019-01-01,2019-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,21088.000000,A
UKR,2020-01-01,2020-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,21023.000000,A
UKR,1996-01-01,1996-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,337.000000,A
UKR,1997-01-01,1997-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,351.000000,A
UKR,1998-01-01,1998-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,402.000000,A
UKR,1999-01-01,1999-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,823.000000,A
UKR,2000-01-01,2000-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,681.000000,A
UKR,2001-01-01,2001-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,940.000000,A
UKR,2002-01-01,2002-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,1067.000000,A
UKR,2003-01-01,2003-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,983.000000,A
UKR,2004-01-01,2004-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,1524.000000,A
UKR,2005-01-01,2005-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,1535.000000,A
UKR,2006-01-01,2006-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,2707.000000,A
UKR,2007-01-01,2007-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,3029.000000,A
UKR,2008-01-01,2008-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,3790.000000,A
UKR,2009-01-01,2009-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,4564.000000,A
UKR,2010-01-01,2010-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,4207.000000,A
UKR,2011-01-01,2011-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,5590.000000,A
UKR,2012-01-01,2012-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,7185.000000,A
UKR,2013-01-01,2013-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,5932.000000,A
UKR,2014-01-01,2014-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,7232.000000,A
UKR,2015-01-01,2015-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,8445.000000,A
UKR,2016-01-01,2016-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,14699.000000,A
UKR,2017-01-01,2017-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,16763.000000,A
UKR,2018-01-01,2018-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,12497.000000,A
UKR,2019-01-01,2019-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,21088.000000,A
UKR,2020-01-01,2020-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,21023.000000,A
UKR,1996-01-01,1996-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,184.200000,A
UKR,1997-01-01,1997-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,188.500000,A
UKR,1998-01-01,1998-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,164.100000,A
UKR,1999-01-01,1999-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,199.300000,A
UKR,2000-01-01,2000-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,125.200000,A
UKR,2001-01-01,2001-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,175.000000,A
UKR,2002-01-01,2002-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,200.300000,A
UKR,2003-01-01,2003-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,184.300000,A
UKR,2004-01-01,2004-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,286.500000,A
UKR,2005-01-01,2005-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,299.500000,A
UKR,2006-01-01,2006-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,536.000000,A
UKR,2007-01-01,2007-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,599.800000,A
UKR,2008-01-01,2008-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,719.500000,A
UKR,2009-01-01,2009-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,585.800000,A
UKR,2010-01-01,2010-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,530.100000,A
UKR,2011-01-01,2011-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,701.600000,A
UKR,2012-01-01,2012-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,899.100000,A
UKR,2013-01-01,2013-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,742.100000,A
UKR,2014-01-01,2014-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,608.400000,A
UKR,2015-01-01,2015-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,386.600000,A
UKR,2016-01-01,2016-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,575.300000,A
UKR,2017-01-01,2017-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,630.300000,A
UKR,2018-01-01,2018-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,459.400000,A
UKR,2019-01-01,2019-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,815.900000,A
UKR,2020-01-01,2020-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,USD,779.900000,A
UKR,1994-01-01,1994-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,0.470000,I
UKR,1995-01-01,1995-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,2.170000,I
UKR,1996-01-01,1996-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,3.330000,I
UKR,1997-01-01,1997-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,3.470000,I
UKR,1998-01-01,1998-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,3.970000,I
UKR,1999-01-01,1999-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,8.130000,I
UKR,2000-01-01,2000-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,6.730000,I
UKR,2001-01-01,2001-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,9.280000,I
UKR,2002-01-01,2002-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,10.540000,I
UKR,2003-01-01,2003-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,9.710000,I
UKR,2004-01-01,2004-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,15.050000,I
UKR,2005-01-01,2005-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,15.160000,I
UKR,2006-01-01,2006-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,26.730000,I
UKR,2007-01-01,2007-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,29.920000,I
UKR,2008-01-01,2008-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,37.430000,I
UKR,2009-01-01,2009-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,45.080000,I
UKR,2010-01-01,2010-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,41.550000,I
UKR,2011-01-01,2011-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,55.210000,I
UKR,2012-01-01,2012-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,70.960000,I
UKR,2013-01-01,2013-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,58.590000,I
UKR,2014-01-01,2014-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,71.420000,I
UKR,2015-01-01,2015-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,83.400000,I
UKR,2016-01-01,2016-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,145.170000,I
UKR,2017-01-01,2017-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,165.560000,I
UKR,2018-01-01,2018-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,123.420000,I
UKR,2019-01-01,2019-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,208.270000,I
UKR,2020-01-01,2020-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,207.630000,I
UKR,2021-01-01,2021-12-31,230,'804,Ukraine,531,'01344.02,Cherries,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,231.830000,I
UKR,1998-01-01,1998-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,19.130000,I
UKR,1999-01-01,1999-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,14.780000,I
UKR,2000-01-01,2000-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,15.920000,I
UKR,2001-01-01,2001-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,17.510000,I
UKR,2002-01-01,2002-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,18.410000,I
UKR,2003-01-01,2003-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,19.680000,I
UKR,2004-01-01,2004-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,20.740000,I
UKR,2005-01-01,2005-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,22.520000,I
UKR,2006-01-01,2006-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,23.050000,I
UKR,2007-01-01,2007-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,31.740000,I
UKR,2008-01-01,2008-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,34.930000,I
UKR,2009-01-01,2009-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,37.230000,I
UKR,2010-01-01,2010-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,48.400000,I
UKR,2011-01-01,2011-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,54.960000,I
UKR,2012-01-01,2012-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,58.690000,I
UKR,2013-01-01,2013-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,56.910000,I
UKR,2014-01-01,2014-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,70.740000,I
UKR,2015-01-01,2015-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,109.240000,I
UKR,2016-01-01,2016-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,120.020000,I
UKR,2017-01-01,2017-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,141.490000,I
UKR,2018-01-01,2018-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,156.120000,I
UKR,2019-01-01,2019-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,177.710000,I
UKR,2020-01-01,2020-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,197.070000,I
UKR,2021-01-01,2021-12-31,230,'804,Ukraine,220,'01373,"Chestnuts, in shell",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,217.500000,I
UKR,1994-01-01,1994-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,0.790000,I
UKR,1995-01-01,1995-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,4.090000,I
UKR,1996-01-01,1996-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,6.800000,I
UKR,1997-01-01,1997-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,8.030000,I
UKR,1998-01-01,1998-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,8.990000,I
UKR,1999-01-01,1999-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,11.460000,I
UKR,2000-01-01,2000-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,14.110000,I
UKR,2001-01-01,2001-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,15.520000,I
UKR,2002-01-01,2002-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,16.310000,I
UKR,2003-01-01,2003-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,19.680000,I
UKR,2004-01-01,2004-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,20.740000,I
UKR,2005-01-01,2005-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,22.520000,I
UKR,2006-01-01,2006-12-31,230,'804,Ukraine,459,'01691,Chicory roots,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,23.050000,I
